"Data","IPEDS ID","Year","NCAA Subdivision","FBS Conference","Total Expenses","Excess Transfers Back","Other Expenses","Medical","Competition Guarantees...10","Recruiting","Game Expenses and Travel","Facilities and Equipment","Coaches Compensation","Support and Admin Compensation w/Severance","Athletic Student Aid","Total Revenues","Other Revenue","Corporate Sponsorship, Advertising, Licensing","Donor Contributions","Competition Guarantees...21","NCAA/Conference Distributions, Media Rights, and Post-Season Football","Ticket Sales","Institutional/Government Support","Student Fees","Total Academic Spending (University-Wide)","Total Football Spending","Total Football Coaching Salaries","Athletics Related Debt","Annual Debt Service, Leases and Rental Fees on Athletic Facilities"
"Texas Tech University",229115,2009,"Football Bowl Subdivision","Big 12 Conference",53808480,0,4237673,952982,1569188,966085,6155585,15115763,9358989,10285688,5166527,55834336,2082425,5341183,17781513,208000,10766799,13761143,3186935,2706338,481261153,20823258,4286603,106055640,11542336
"Texas Tech University",229115,2010,"Football Bowl Subdivision","Big 12 Conference",59341489,0,4836355,792589,1498212,1372998,5595636,20235509,8907549,10469293,5633348,61974623,1572782,4861843,23636186,210000,10758224,15028235,3148714,2758639,521298234,22788417,3720031,119036476,16045426
"Texas Tech University",229115,2011,"Football Bowl Subdivision","Big 12 Conference",56970651,0,4816154,703767,1386500,1184799,6174615,14029091,10137510,12442194,6096021,59534895,2026140,5281117,18704918,250000,11956702,15527838,3039040,2749140,527074012,20945285,4508734,114767259,8903925
"Texas Tech University",229115,2012,"Football Bowl Subdivision","Big 12 Conference",60346836,0,3619401,969024,1138000,1475147,6254338,18183638,9989171,13030191,5687926,67928350,2068573,6638252,21265729,113600,19415262,14672955,1e+06,2753979,554120804,22728847,4445946,113420459,10182745
"Texas Tech University",229115,2013,"Football Bowl Subdivision","Big 12 Conference",66296446,0,5224652,987381,1466854,1594213,7103886,20737656,10572522,13092134,5517148,72917990,4682151,6723860,26313478,218500,20083177,10886108,1e+06,3010716,583670684,21537382,4780505,115218622,12657469
"Texas Tech University",229115,2014,"Football Bowl Subdivision","Big 12 Conference",69659608,0,4781174,841711,1428265,1855188,8233534,21846780,11661855,13361784,5649317,76723413,3037836,7402130,27627158,2e+05,23174383,11195150,1018271,3068485,617396248,24219786,4947932,115891307,12501180
"Texas Tech University",229115,2015,"Football Bowl Subdivision","Big 12 Conference",76525961,0,5842383,965211,1896660,1651560,7786690,25174852,13700847,13564384,5943374,79979481,4669768,10783201,24231993,101000,24279956,11652272,1023395,3237896,646270351,26165385,6609007,102635689,15149725
"Texas Tech University",229115,2016,"Football Bowl Subdivision","Big 12 Conference",78598577,0,4987756,1090447,1525585,1551215,9525824,22794306,14321251,15694593,7107600,82996321,3184652,9844811,24147562,327000,28678217,10999848,2531257,3282974,665986086,25352468,6183035,106910929,11314862
"Texas Tech University",229115,2017,"Football Bowl Subdivision","Big 12 Conference",86984083,0,7668046,1274014,2297557,1822691,9097572,26372340,14942451,16197713,7311699,88804476,3251449,11602038,25692336,407500,30080836,11970439,2528505,3271373,702641522,29439461,6903385,113396530,11427389
"Texas Tech University",229115,2018,"Football Bowl Subdivision","Big 12 Conference",88948721,0,7184724,1208436,2081315,1833803,11748309,21634267,17447961,18408838,7401068,89259783,4067191,12283435,25825709,216000,32462240,11070354,13539,3321315,715104241,29439201,7329092,90966664,17815018
"Texas Tech University",229115,2019,"Football Bowl Subdivision","Big 12 Conference",95132604,0,8663738,1377665,1816401,2521866,13941298,19278899,19324773,20928723,7279241,96625347,3988502,11894905,24187872,28000,38739129,14269267,45099,3472573,758015208,30371142,7046455,78815664,14843115
"Texas Tech University",229115,2020,"Football Bowl Subdivision","Big 12 Conference",88327973,0,6293056,1742559,1772917,1645448,10298445,16563764,20630644,22441767,6939373,90418548,2991896,14547234,21718985,528000,36351898,14240480,40055,0,781339658,29303767,7439267,72035664,8706790
"Texas Tech University",229115,2021,"Football Bowl Subdivision","Big 12 Conference",83873438,0,5675286,2934904,1085414,1349849,8606796,17139107,18409289,20725894,7946899,88859408,7496156,10894378,16140810,15000,34019057,8541799,11752208,0,791783851,27570003,7611189,80872002,6320381
"Texas Tech University",229115,2022,"Football Bowl Subdivision","Big 12 Conference",104778443,0,8331787,1903332,3037217,2831437,14937163,20102185,21905937,24004086,7725299,110154695,4387851,14387336,28947020,413000,42628851,13560519,5830118,0,NA,35152808,10350702,93729663,6445802
"The Ohio State University",204796,2005,"Football Bowl Subdivision","Big Ten Conference",89580307,0,14549068,2331356,1071791,979671,8665986,26870835,13768896,10799985,10542719,89700979,14446954,7234438,19829556,768710,13342803,34073089,5429,0,1421716114,25711478,4033217,228383000,15360148
"The Ohio State University",204796,2006,"Football Bowl Subdivision","Big Ten Conference",101804852,0,16517782,2615700,1670132,1176114,11055154,32020761,15232105,10171041,11346063,104704852,17780164,8037318,23070587,467233,13234901,42104738,9911,0,1584680718,32288865,5290689,1.92e+08,15617280
"The Ohio State University",204796,2007,"Football Bowl Subdivision","Big Ten Conference",109197920,0,17569468,2617014,456769,1229171,12779596,28812416,17770591,15926666,12036229,109382222,19999946,7908631,24808496,534517,13275518,42851925,3189,0,1745746930,31136950,6064367,220041352,16674042
"The Ohio State University",204796,2008,"Football Bowl Subdivision","Big Ten Conference",114264848,0,13916806,2547540,6248917,1137016,15589900,30986603,14108419,16544690,13184957,115737022,15544166,5015349,27556385,3750189,25262795,38608138,0,0,1871171799,20547985,4790500,211209725,16404897
"The Ohio State University",204796,2009,"Football Bowl Subdivision","Big Ten Conference",119859608,0,20707702,1489650,7028280,1040490,13744405,31654223,15463924,15112662,13618272,119711581,16274975,7983957,27321161,3909137,23446091,40776260,0,0,1913616139,40828747,5711827,203684144,17795470
"The Ohio State University",204796,2010,"Football Bowl Subdivision","Big Ten Conference",122739754,0,31852032,1295198,7434865,1018144,9681381,29838528,16191270,13540350,11887986,123174176,13807146,12785018,27327347,3466419,26272859,39515387,0,0,2028988374,37978930,6086962,195320198,17805549
"The Ohio State University",204796,2011,"Football Bowl Subdivision","Big Ten Conference",122286869,0,28252145,1494770,8035029,1136978,10014886,27980068,16511360,13731713,15129920,131815821,23376030,12162905,17636938,3853330,24777223,50009395,0,0,2124045140,39217983,6200296,183555456,17205929
"The Ohio State University",204796,2012,"Football Bowl Subdivision","Big Ten Conference",124419412,0,40146692,1429962,7671030,1289623,19281954,6663981,16768579,16107528,15060063,142043057,34966702,9689941,19106302,4465587,24707510,49107015,0,0,2127482035,34360112,6154456,177032054,17344967
"The Ohio State University",204796,2013,"Football Bowl Subdivision","Big Ten Conference",116026329,0,16220759,1787936,7999881,1738633,12187050,7291946,28497335,24945580,15357209,139639307,20903656,12714758,22204606,3619861,25597519,54598907,0,0,2223203963,34074179,11187835,169342000,15882000
"The Ohio State University",204796,2014,"Football Bowl Subdivision","Big Ten Conference",113937001,0,14079513,1368737,4063757,1661907,14457822,8422521,26460182,26590929,16831633,145232681,17215374,12968356,28201658,250000,30594655,56002638,0,0,2337816620,31950998,11271866,191173000,17451000
"The Ohio State University",204796,2015,"Football Bowl Subdivision","Big Ten Conference",156969195,2935987,11686075,1290029,2368540,1883983,14372853,48851628,28109528,27641663,17828909,167166065,18947224,17106551,32951072,1075000,33936280,63149938,0,0,2324441728,29236140,12200438,184599324,19701347
"The Ohio State University",204796,2016,"Football Bowl Subdivision","Big Ten Conference",169075013,2263995,13177658,1567841,4704034,1921637,18529990,45933168,30279939,31480476,19216275,170789765,19330388,17182510,33138103,575000,39201444,61362320,0,0,2467362084,37479825,13008759,178560800,14606674
"The Ohio State University",204796,2017,"Football Bowl Subdivision","Big Ten Conference",175743681,2236246,15720859,1478316,2965483,2196532,20149442,46274671,31837126,32813630,20071376,185409602,22941249,19961108,37612937,625000,42708957,61560351,0,0,2616432442,38520914,13507199,177771859,13264294
"The Ohio State University",204796,2018,"Football Bowl Subdivision","Big Ten Conference",206472651,2662936,18470994,1468239,4103107,2819239,21901557,51752236,40242782,41746083,21305478,205556663,21527203,20178573,33530397,242500,60917329,69160661,0,0,2546641701,46076280,16917895,204645198,17111179
"The Ohio State University",204796,2019,"Football Bowl Subdivision","Big Ten Conference",223605396,3032440,19238337,1954617,9584388,2862134,25904379,59888210,40841386,38228949,22070556,210548239,23192414,22921170,29681048,5259486,69646214,59847907,0,0,2620293975,60076743,20996858,250701333,22052109
"The Ohio State University",204796,2020,"Football Bowl Subdivision","Big Ten Conference",218651265,3441699,16685097,2258973,9060132,2015358,21365613,63484310,38088890,40726739,21524454,233871740,22446910,30825698,48197862,305000,66117736,65978534,0,0,2765382324,52616230,18058007,250791550,26364000
"The Ohio State University",204796,2021,"Football Bowl Subdivision","Big Ten Conference",171618051,1066131,12472199,2313462,226726,578953,9503467,53875771,39519318,31437418,20624606,106896918,11882405,18862849,20694115,225000,55225163,7386,0,0,2789544210,45176147,20937472,244016345,21673000
"The Ohio State University",204796,2022,"Football Bowl Subdivision","Big Ten Conference",227906141,2172723,22615171,2763025,11823427,3384022,23539427,53312105,43980269,39751315,24564657,251615345,26375911,30088073,63582228,4000,71915212,59649921,0,0,NA,69127911,22391383,241107041,15629359
"The University of Alabama",100751,2005,"Football Bowl Subdivision","Southeastern Conference",56989608,0,2597665,522509,2712200,928492,4969362,21074644,8531959,9009542,6643235,62287192,6278351,1063657,20262542,821763,12891968,18418306,0,2550605,339881271,14175824,3228866,130190648,7192681
"The University of Alabama",100751,2006,"Football Bowl Subdivision","Southeastern Conference",60636961,0,8449829,624677,2839800,745756,5155083,16480425,9206400,10472236,6662755,67730762,7150624,1188376,22397071,823000,14699193,18669242,0,2803256,375743581,15937538,3589605,245219513,7343866
"The University of Alabama",100751,2007,"Football Bowl Subdivision","Southeastern Conference",77106548,0,10512655,853994,2333200,857670,5369231,23545501,12669251,12684397,8280649,87589777,10394217,2493398,26979612,10500,17681941,22746457,3497537,3786115,450799296,23849001,6153518,235422336,7487540
"The University of Alabama",100751,2008,"Football Bowl Subdivision","Southeastern Conference",123370004,0,47730091,1467718,2193500,1029523,4926665,27231065,14799299,15167651,8824492,123769841,35474815,4506056,29860400,5500,16055389,28410419,9457262,0,506056402,27638909,7265674,122837716,7387452
"The University of Alabama",100751,2009,"Football Bowl Subdivision","Southeastern Conference",90868971,0,16658713,1582831,2555250,1520826,7742232,18131360,15388629,17334762,9954368,100302512,10819238,3652637,29641806,38500,22487393,28611953,5050985,0,528722652,28053214,7887618,126188902,8266162
"The University of Alabama",100751,2010,"Football Bowl Subdivision","Southeastern Conference",98961214,0,16789631,1944413,2233162,1690078,8768996,20145809,18436630,17446666,11505829,130542153,22885964,9270917,33739056,58000,29733239,29874977,4980000,0,574279767,32078815,10504073,210111767,11947648
"The University of Alabama",100751,2011,"Football Bowl Subdivision","Southeastern Conference",105068152,0,14675397,1958162,2254629,1694201,8564855,26420768,17845810,19722583,11931747,124498616,19548628,7740898,30082101,254500,29924734,31712455,5235300,0,607792123,31807880,9657602,207197936,13317980
"The University of Alabama",100751,2012,"Football Bowl Subdivision","Southeastern Conference",108204867,0,15264167,2474105,3418691,1784604,8680760,24094921,19687779,20259848,12539992,124899945,12740581,9989783,30390598,737575,32536955,33043253,5461200,0,633439374,37774386,10859812,204745518,13443210
"The University of Alabama",100751,2013,"Football Bowl Subdivision","Southeastern Conference",116607913,0,16713978,2346604,3242286,1785254,11560917,25094718,21363154,21219739,13281263,143776550,18823188,11203182,34233035,38500,34782908,38904537,5791200,0,667750566,41549940,11957305,181873032,15980449
"The University of Alabama",100751,2014,"Football Bowl Subdivision","Southeastern Conference",120184128,0,17416264,2474145,3063602,2193655,10792967,25066847,23159068,22084705,13932875,153234273,25289634,15471366,32196689,115000,36945141,37219343,5997100,0,697450218,41993027,13100055,160726840,14699437
"The University of Alabama",100751,2015,"Football Bowl Subdivision","Southeastern Conference",132354913,0,15788473,2987591,3581725,2174756,10391436,33835179,25143881,24209424,14242448,148911674,21120881,11181046,29354594,65144,45337504,39235610,2616895,0,735249498,48640971,15156125,222567213,14956022
"The University of Alabama",100751,2016,"Football Bowl Subdivision","Southeastern Conference",145277366,0,18008202,3167745,4276168,2748185,20884325,30285093,24998474,25362445,15546729,164009745,20220407,11997146,29651491,44667,59515443,40118302,2462289,0,779807318,56214375,14019693,220214715,15578475
"The University of Alabama",100751,2017,"Football Bowl Subdivision","Southeastern Conference",158646962,0,17991240,2977571,4044067,2669781,21896184,32854906,30643832,28264915,17304466,174307419,20450825,12005546,33011723,6539500,61718210,37642667,2938948,0,830338864,62252391,18943029,212688989,14954536
"The University of Alabama",100751,2018,"Football Bowl Subdivision","Southeastern Conference",166533013,0,19924125,3090576,4166549,3310990,23563927,37408509,27979991,30346586,16741760,177481937,25011321,13028564,30213518,5040500,63316330,38243997,2627707,0,847327754,62944471,15299757,235069587,19129477
"The University of Alabama",100751,2019,"Football Bowl Subdivision","Southeastern Conference",185317681,0,22794836,3296893,3985825,4026525,24138237,36842458,33186394,38851455,18195058,164090889,29607254,13760173,7080674,4555048,67312165,39121024,2654551,0,825114773,69718057,20006173,218836572,18557268
"The University of Alabama",100751,2020,"Football Bowl Subdivision","Southeastern Conference",173141125,0,23326967,3022769,4583000,3396572,16434314,40068942,31908828,33034035,17365698,189282549,45744361,13020960,20213208,2388877,63986703,39360461,4567979,0,800754778,58508851,19752703,257908905,23389023
"The University of Alabama",100751,2021,"Football Bowl Subdivision","Southeastern Conference",170191728,0,16226624,7689965,306433,734399,15338497,42620876,36509164,32282932,18482838,179800409,9939009,14064127,35640206,20480,98046643,7406322,14683622,0,852683823,59515883,23115254,246287867,21905524
"The University of Alabama",100751,2022,"Football Bowl Subdivision","Southeastern Conference",195881911,0,25910952,4028239,4963000,3824089,23426924,42823378,37062029,34890982,18952318,214365357,14803783,15160050,53113300,84000,75614337,44211016,11378871,0,NA,78521050,22576651,238292542,21667267
"The University of Tennessee",221759,2005,"Football Bowl Subdivision","Southeastern Conference",71783012,0,10556470,650430,2576298,1518998,5574222,18761428,11349641,14520855,6274670,71295394,6619154,4557627,14862415,8e+05,10642885,26266777,7546536,0,979599930,13586845.49,4224673,57014388,6928013
"The University of Tennessee",221759,2006,"Football Bowl Subdivision","Southeastern Conference",70565159,0,9241535,873055,1909750,1687605,5307308,18505521,11835944,14549165,6655276,73807262,9064656,4025430,19147636,1050000,13370104,21116829,5032607,1e+06,1014620641,11946390,4023906,63105919,4632170
"The University of Tennessee",221759,2007,"Football Bowl Subdivision","Southeastern Conference",94445270,0,21291727,839888,1977935,2005677,6934395,23604511,13633189,15730809,8427139,97289613,11559099,13422665,22962277,250000,14108907,27975950,6010715,1e+06,1066506241,13903184,4177438,NA,NA
